city_name,country,hemisphere,lat,lon,avg_annual_temp,spring_TAVG,summer_TAVG,autumn_TAVG,winter_TAVG,summer_TMAX,winter_TMIN,temp_range,annual_PRCP,spring_PRCP,summer_PRCP,autumn_PRCP,winter_PRCP,wettest_season,driest_season,climate_type,data_years,total_records
Nice,France,Northern,43.67,7.13,16.2,18.07,23.76,13.2,9.79,33.98,0.83,33.15,7.36,1.43,0.95,2.95,2.04,autumn,summer,Temperate-Dry-Continental,20,80
Novosibirsk,Russia,Northern,54.91,82.81,2.71,11.19,15.41,-4.67,-11.07,30.0,-32.4,62.4,6.81,1.91,2.49,1.45,0.96,summer,winter,Cold-Dry-Continental,20,80
Orlando,United States,Northern,28.46,-81.29,23.0,25.02,27.51,21.11,18.38,36.09,1.09,35.0,14.85,3.99,6.41,2.58,1.87,summer,winter,Hot-Dry-Continental,11,44
Osaka,Japan,Northern,34.66,135.26,16.81,19.38,26.92,13.55,7.4,36.26,-2.59,38.85,12.4,3.6,5.5,1.65,1.64,summer,winter,Temperate-Dry-Continental,20,80
Oslo,Norway,Northern,60.01,10.48,6.81,10.71,15.12,2.51,-1.11,28.96,-15.79,44.75,9.71,2.05,3.32,2.58,1.75,summer,winter,Cold-Dry-Continental,20,80
Ostrava,Czech Republic,Northern,50.48,18.64,9.79,13.94,18.2,5.43,1.59,32.79,-13.43,46.22,5.8,1.78,2.15,0.86,1.0,summer,autumn,Cold-Dry-Continental,20,80
Ottawa,Canada,Northern,45.38,-75.72,7.19,13.11,19.28,2.27,-5.9,33.66,-26.86,60.52,10.05,2.77,2.96,2.4,1.92,summer,winter,Cold-Dry-Continental,20,80
Ouagadougou,Burkina Faso,Northern,12.36,-1.5,28.88,30.53,26.8,27.92,30.28,35.49,22.48,13.01,22.61,6.17,10.77,4.64,1.04,summer,winter,Hot-Dry-Maritime,17,68
Oxford,United Kingdom,Northern,51.93,-1.32,10.89,12.26,16.09,9.11,6.11,27.9,-4.03,31.93,7.99,1.44,2.15,2.5,1.89,autumn,spring,Temperate-Dry-Continental,20,80
Palermo,Italy,Northern,38.61,13.29,17.81,18.98,25.36,15.96,10.93,36.21,1.88,34.33,4.39,0.55,0.47,1.74,1.64,autumn,summer,Temperate-Dry-Continental,20,80
Palma,Spain,Northern,39.63,2.52,17.59,19.01,25.07,15.15,11.12,35.66,2.94,32.72,5.44,0.96,1.04,2.07,1.37,autumn,spring,Temperate-Dry-Continental,20,80
Panama City,Panama,Northern,9.97,-83.02,26.79,27.62,27.22,26.47,25.86,32.05,18.38,13.67,43.93,9.98,11.74,11.31,10.91,summer,spring,Hot-Dry-Maritime,18,72
Paris,France,Northern,48.84,2.37,12.59,15.18,19.33,9.36,6.49,35.59,-4.74,40.33,6.33,1.63,1.57,1.69,1.43,autumn,winter,Temperate-Dry-Continental,20,80
Pattaya,Thailand,Northern,13.07,101.01,28.54,29.48,28.61,27.91,28.14,35.49,21.77,13.72,29.69,7.67,8.55,8.76,4.71,autumn,winter,Hot-Dry-Maritime,20,80
Penang,Malaysia,Northern,5.02,100.61,28.18,28.74,28.21,27.5,28.25,33.62,22.76,10.86,30.96,8.16,8.14,10.0,4.65,autumn,winter,Hot-Dry-Maritime,16,64
Perth,Australia,Southern,-32.04,115.98,18.37,19.74,23.6,16.35,13.79,41.38,2.51,38.87,6.63,0.71,0.53,2.29,3.09,winter,summer,Temperate-Dry-Continental,20,80
Petra,Jordan,Northern,30.38,34.93,22.39,24.9,29.35,20.05,15.25,39.91,4.24,35.67,3.24,0.27,0.04,1.39,1.53,winter,summer,Hot-Dry-Continental,20,80
Phnom Penh,Cambodia,Northern,11.55,104.84,28.99,31.19,28.28,28.51,27.98,34.9,22.55,12.35,36.83,2.56,25.71,8.49,0.08,summer,winter,Hot-Dry-Maritime,2,8
Phoenix,United States,Northern,34.4,-111.16,15.45,19.1,24.24,10.87,7.61,37.99,-8.2,46.19,5.68,0.39,1.66,1.54,2.08,winter,spring,Temperate-Dry-Continental,20,80
Phuket,Thailand,Northern,7.94,98.48,28.44,28.96,28.26,27.88,28.65,34.47,23.62,10.85,31.31,8.99,9.5,8.49,4.32,summer,winter,Hot-Dry-Maritime,20,80
Playa del Carmen,Mexico,Northern,20.18,-88.77,27.18,28.97,28.63,25.78,25.35,37.63,11.56,26.07,12.3,2.81,5.1,3.41,0.97,summer,winter,Hot-Dry-Moderate,20,80
Port of Spain,Trinidad and Tobago,Northern,10.58,-61.35,27.07,27.55,27.61,26.88,26.24,35.35,19.41,15.94,17.42,3.81,6.36,5.42,1.83,summer,winter,Hot-Dry-Moderate,19,76
Portland,United States,Northern,45.5,-122.44,8.92,10.17,16.44,5.67,3.4,34.21,-8.56,42.77,24.67,4.27,1.37,10.01,9.03,autumn,summer,Cold-Dry-Continental,20,80
Porto,Portugal,Northern,42.48,-7.85,14.02,15.46,19.8,11.71,9.09,35.77,-1.97,37.74,13.59,2.63,1.32,5.38,4.25,autumn,summer,Temperate-Dry-Continental,20,80
Prague,Czech Republic,Northern,50.04,14.39,10.15,14.1,17.89,6.34,2.26,33.07,-10.22,43.29,5.96,1.88,1.97,0.85,1.26,summer,autumn,Temperate-Dry-Continental,20,80
Pretoria,South Africa,Southern,-25.89,28.27,18.63,20.92,21.86,16.42,15.31,35.16,4.75,30.41,17.36,5.05,5.78,2.47,4.05,summer,autumn,Temperate-Dry-Continental,20,80
Puebla,Mexico,Northern,19.27,-98.36,17.94,20.22,18.49,16.42,16.65,28.52,2.63,25.89,7.73,2.33,4.28,0.9,0.22,summer,winter,Temperate-Dry-Moderate,20,80
Puerto Vallarta,Mexico,Northern,20.44,-103.73,22.39,24.56,23.63,21.07,20.28,32.84,6.58,26.26,6.88,0.76,5.43,0.61,0.09,summer,winter,Hot-Dry-Moderate,20,80
Pune,India,Northern,18.53,73.85,26.41,27.79,25.62,26.01,26.24,32.78,15.92,16.86,33.0,11.34,13.3,6.96,1.4,summer,winter,Hot-Dry-Moderate,12,48
Pyongyang,North Korea,Northern,40.66,123.5,9.08,15.87,22.47,1.69,-3.7,32.75,-20.43,53.18,11.64,3.15,6.31,1.56,0.62,summer,winter,Cold-Dry-Continental,20,80
Qingdao,China,Northern,36.38,119.13,14.1,19.37,25.24,8.82,3.0,35.2,-9.85,45.05,12.63,2.6,7.27,1.62,1.14,summer,winter,Temperate-Dry-Continental,20,80
Quebec City,Canada,Northern,47.32,-71.15,2.73,7.97,14.95,-1.78,-10.22,29.63,-33.29,62.92,14.18,3.47,3.96,3.91,2.84,summer,winter,Cold-Dry-Continental,20,80
Quito,Ecuador,Southern,-0.48,-78.5,16.14,16.25,16.19,16.23,15.89,24.83,7.46,17.37,27.94,6.49,9.58,7.95,3.92,summer,winter,Temperate-Dry-Moderate,13,52
Rabat,Morocco,Northern,33.75,-6.85,18.23,19.05,24.22,16.49,13.15,35.07,3.05,32.02,8.75,1.62,1.27,3.08,2.78,autumn,summer,Temperate-Dry-Continental,20,80
Recife,Brazil,Southern,-9.52,-35.78,24.69,25.19,25.96,24.6,23.02,32.85,18.21,14.64,19.04,2.16,5.18,6.69,5.01,autumn,spring,Hot-Dry-Maritime,8,32
Reykjavik,Iceland,Northern,64.14,-21.88,5.51,6.97,10.77,2.87,1.41,20.76,-10.31,31.07,9.71,1.53,2.22,3.11,2.85,autumn,spring,Cold-Dry-Continental,12,48
Riga,Latvia,Northern,58.16,25.14,7.25,11.05,16.46,3.54,-2.04,30.06,-20.73,50.79,7.03,1.57,2.32,1.91,1.23,summer,winter,Cold-Dry-Continental,20,80
Rio de Janeiro,Brazil,Southern,-22.69,-43.27,21.6,22.07,23.53,20.84,19.95,32.87,13.32,19.55,20.24,5.54,8.24,3.64,2.83,summer,winter,Hot-Dry-Moderate,10,40
Riyadh,Saudi Arabia,Northern,24.7,46.73,27.18,35.45,35.9,18.8,18.55,42.0,10.7,31.3,94.15,31.6,29.95,1.0,31.6,spring,autumn,Hot-Dry-Continental,1,4
Rome,Italy,Northern,41.72,12.61,15.96,17.92,23.97,13.11,8.84,35.87,-1.13,37.0,6.23,1.12,0.88,2.41,1.82,autumn,summer,Temperate-Dry-Continental,20,80
Rosario,Argentina,Southern,-32.97,-60.51,17.34,20.01,22.23,14.85,12.28,36.09,2.63,33.46,34.61,9.83,13.13,6.52,5.13,summer,winter,Temperate-Dry-Continental,20,80
Rotterdam,Netherlands,Northern,52.03,4.95,11.05,13.31,17.35,8.48,5.08,32.0,-6.69,38.69,9.13,1.8,2.62,2.67,2.04,autumn,spring,Temperate-Dry-Continental,20,80
Salt Lake City,United States,Northern,40.81,-111.71,6.23,9.02,17.15,0.92,-2.18,30.99,-19.0,49.99,10.98,2.67,1.19,3.18,3.94,winter,summer,Cold-Dry-Continental,20,80
Salvador,Brazil,Southern,-9.52,-35.78,24.69,25.19,25.96,24.6,23.02,32.85,18.21,14.64,19.04,2.16,5.18,6.69,5.01,autumn,spring,Hot-Dry-Maritime,8,32
Salzburg,Austria,Northern,48.05,14.13,10.02,14.06,17.9,5.63,2.5,33.78,-12.55,46.33,13.42,3.8,5.24,2.5,1.88,summer,winter,Temperate-Dry-Continental,20,80
San Diego,United States,Northern,36.29,-115.67,14.51,15.24,20.16,12.52,10.12,32.27,-1.96,34.23,4.02,0.36,0.61,1.39,1.66,winter,spring,Temperate-Dry-Continental,16,64
San Francisco,United States,Northern,38.71,-119.99,9.92,10.86,16.78,7.41,4.64,32.36,-8.82,41.18,8.87,1.32,0.19,3.24,4.12,winter,summer,Cold-Dry-Continental,20,80
San José,Costa Rica,Northern,10.03,-84.27,23.22,23.57,23.13,22.67,23.52,31.27,17.11,14.16,32.32,9.39,9.41,9.09,4.43,summer,winter,Hot-Dry-Maritime,20,80
San Juan,Puerto Rico,Northern,19.02,-70.18,26.54,26.81,27.99,26.4,24.98,34.7,17.96,16.74,23.71,5.96,6.24,6.64,4.87,autumn,winter,Hot-Dry-Moderate,20,80
San Marino,San Marino,Northern,43.23,10.73,14.64,17.45,23.09,11.09,6.92,35.26,-4.11,39.37,5.38,1.12,0.96,1.72,1.59,autumn,summer,Temperate-Dry-Continental,20,80
Santiago,Chile,Southern,-32.83,-68.78,16.35,21.01,23.32,12.48,8.57,37.34,2.33,35.01,15.04,4.68,5.62,2.15,2.59,summer,autumn,Temperate-Dry-Continental,19,76
Santo Domingo,Dominican Republic,Northern,18.49,-69.99,26.73,27.03,27.96,26.69,25.26,35.55,19.15,16.4,24.13,6.31,7.56,6.57,3.69,summer,winter,Hot-Dry-Moderate,20,80
Santorini,Greece,Northern,36.35,25.01,19.03,20.98,26.64,16.42,12.08,37.06,2.27,34.79,5.48,0.44,0.43,2.24,2.36,winter,summer,Temperate-Dry-Continental,20,80
Sapporo,Japan,Northern,43.07,141.45,9.16,11.72,20.62,5.81,-1.52,31.11,-14.38,45.49,11.61,1.95,3.71,3.56,2.39,summer,spring,Cold-Dry-Continental,20,80
Savannah,United States,Northern,32.01,-81.5,19.91,23.17,26.7,16.27,13.5,36.94,-4.15,41.09,13.73,3.97,4.47,2.7,2.59,summer,winter,Temperate-Dry-Continental,11,44
Seattle,United States,Northern,47.53,-122.03,6.91,7.82,13.85,4.01,1.97,30.04,-9.64,39.68,27.39,5.16,2.3,10.25,9.67,autumn,summer,Cold-Dry-Continental,20,80
Seoul,South Korea,Northern,39.78,123.87,9.48,15.29,22.43,3.05,-2.85,32.6,-18.42,51.02,12.36,3.04,6.97,1.67,0.69,summer,winter,Cold-Dry-Continental,20,80
Seville,Spain,Northern,35.78,-5.82,17.79,18.12,23.78,16.32,12.96,33.16,3.39,29.77,12.92,2.78,0.92,4.82,4.39,autumn,summer,Temperate-Dry-Moderate,20,80
Shanghai,China,Northern,31.0,120.91,17.46,21.08,27.22,13.5,8.05,36.68,-3.46,40.14,18.33,4.62,6.96,3.17,3.58,summer,autumn,Temperate-Dry-Continental,20,80
Sharm El Sheikh,Egypt,Northern,31.07,33.84,19.24,20.16,26.42,15.62,14.76,34.05,3.15,30.9,1.51,0.0,0.0,0.62,0.88,winter,spring,Temperate-Dry-Continental,2,8
Shenzhen,China,Northern,23.43,113.83,22.09,24.99,28.43,19.31,15.64,36.63,4.25,32.38,22.98,9.25,8.06,2.87,2.8,spring,winter,Hot-Dry-Continental,20,80
Shiraz,Iran,Northern,29.75,52.52,20.07,24.74,29.66,15.05,10.82,42.0,-4.42,46.42,1.92,0.37,0.06,0.67,0.83,winter,summer,Hot-Dry-Continental,20,80
Singapore,Singapore,Northern,3.03,102.15,27.63,28.22,27.69,27.14,27.45,34.38,21.93,12.45,29.68,6.69,7.01,10.26,5.72,autumn,winter,Hot-Dry-Maritime,18,72
Sochi,Russia,Northern,43.6,40.2,12.39,15.29,21.05,8.83,4.4,34.0,-7.52,41.52,15.73,3.36,2.92,4.71,4.75,winter,summer,Temperate-Dry-Continental,20,80
Sofia,Bulgaria,Northern,42.72,23.45,10.48,14.2,19.34,5.98,2.4,31.86,-10.01,41.87,10.33,2.39,2.74,2.99,2.21,autumn,winter,Temperate-Dry-Continental,20,80
St. Petersburg,Russia,Northern,59.55,29.96,5.98,10.51,15.6,1.82,-4.01,29.78,-23.82,53.6,8.64,1.95,2.85,2.38,1.46,summer,winter,Cold-Dry-Continental,20,80
Stockholm,Sweden,Northern,60.15,22.14,6.62,9.36,15.66,3.55,-2.1,27.44,-18.7,46.14,6.61,1.24,2.03,2.04,1.31,autumn,spring,Cold-Dry-Continental,20,80
Strasbourg,France,Northern,48.43,7.15,11.51,15.18,18.92,7.36,4.58,35.36,-9.21,44.57,6.91,2.0,1.94,1.66,1.31,spring,winter,Temperate-Dry-Continental,20,80
Stuttgart,Germany,Northern,48.17,7.6,11.58,15.38,19.05,7.33,4.56,35.4,-9.67,45.07,6.59,2.02,1.88,1.48,1.21,spring,winter,Temperate-Dry-Continental,20,80
Surabaya,Indonesia,Southern,-7.22,112.77,27.29,27.02,27.54,27.51,27.09,32.53,23.83,8.7,31.88,11.23,10.72,4.31,5.62,spring,autumn,Hot-Dry-Maritime,5,20
Suva,Fiji,Southern,-18.01,178.43,25.49,25.83,26.97,25.25,23.9,33.37,15.49,17.88,28.54,8.22,10.46,6.0,3.86,summer,winter,Hot-Dry-Moderate,20,80
Suzhou,China,Northern,31.05,120.03,17.25,21.17,27.02,12.99,7.82,36.56,-3.7,40.26,18.11,4.72,6.75,3.06,3.57,summer,autumn,Temperate-Dry-Continental,20,80
Sydney,Australia,Southern,-33.88,151.02,18.13,20.21,22.58,15.64,14.07,39.69,3.38,36.31,11.47,2.31,3.78,3.33,2.04,summer,winter,Temperate-Dry-Continental,20,80
São Paulo,Brazil,Southern,-23.54,-46.53,20.0,21.15,22.55,19.18,17.11,31.91,11.83,20.08,27.61,11.24,8.73,3.88,3.76,spring,winter,Hot-Dry-Moderate,12,48
Taichung,Taiwan,Northern,25.96,118.76,20.44,22.87,28.07,17.77,13.03,36.76,2.4,34.36,21.44,7.66,7.38,2.59,3.8,spring,autumn,Hot-Dry-Continental,20,80
Taipei,Taiwan,Northern,26.56,119.29,20.08,22.49,27.98,17.37,12.46,36.71,1.73,34.98,21.03,7.45,6.96,2.72,3.89,spring,autumn,Hot-Dry-Continental,20,80
Tallinn,Estonia,Northern,59.33,24.9,7.03,10.4,15.76,3.32,-1.36,28.38,-16.46,44.84,9.01,1.56,2.72,2.33,2.4,summer,spring,Cold-Dry-Continental,20,80
Tashkent,Uzbekistan,Northern,41.24,69.23,13.2,19.14,23.33,6.16,4.16,33.23,-7.52,40.75,16.93,4.61,1.15,5.31,5.86,winter,summer,Temperate-Dry-Continental,13,52
Tegucigalpa,Honduras,Northern,14.14,-87.19,23.16,24.5,23.91,22.02,22.22,32.73,11.66,21.07,12.21,4.36,3.52,3.19,1.14,spring,winter,Hot-Dry-Moderate,18,72
Tehran,Iran,Northern,35.68,51.3,18.43,23.51,29.04,13.04,8.14,40.74,-5.67,46.41,2.23,0.54,0.27,0.61,0.81,winter,summer,Temperate-Dry-Continental,20,80
Tel Aviv,Israel,Northern,31.9,34.89,21.03,22.72,27.58,19.37,14.46,37.26,3.57,33.69,5.51,0.47,0.08,2.27,2.69,winter,summer,Hot-Dry-Continental,20,80
The Hague,Netherlands,Northern,52.07,4.93,11.05,13.27,17.35,8.51,5.08,31.93,-6.6,38.53,9.14,1.79,2.63,2.69,2.03,autumn,spring,Temperate-Dry-Continental,20,80
Thessaloniki,Greece,Northern,38.54,22.97,16.97,20.07,25.99,13.08,8.74,37.58,-3.3,40.88,5.21,0.95,0.74,2.02,1.5,autumn,summer,Temperate-Dry-Continental,20,80
Thiruvananthapuram,India,Northern,8.56,76.97,27.65,28.16,26.98,27.12,28.35,33.98,22.59,11.39,33.32,10.56,8.2,10.72,3.84,autumn,winter,Hot-Dry-Maritime,20,80
Tijuana,Mexico,Northern,31.73,-114.71,24.45,27.01,33.11,20.46,17.21,45.15,2.42,42.73,0.44,0.02,0.22,0.09,0.11,summer,spring,Hot-Dry-Continental,20,80
Tokyo,Japan,Northern,35.33,139.33,16.28,18.61,25.83,13.26,7.42,35.24,-3.18,38.42,15.69,4.07,5.67,3.51,2.44,summer,winter,Temperate-Dry-Continental,20,80
Toronto,Canada,Northern,43.67,-79.4,9.83,14.05,20.98,5.69,-1.39,33.83,-19.13,52.96,9.06,2.5,2.38,2.22,1.96,spring,winter,Cold-Dry-Continental,20,80
Toulouse,France,Northern,43.64,1.29,13.69,16.08,20.99,10.41,7.29,37.16,-6.19,43.35,7.33,2.25,1.42,1.87,1.8,spring,summer,Temperate-Dry-Continental,20,80
Townsville,Australia,Southern,-19.22,146.74,24.66,26.72,27.66,22.96,21.31,36.04,7.8,28.24,13.04,2.34,8.82,1.35,0.52,summer,winter,Hot-Dry-Moderate,20,80
Tunis,Tunisia,Northern,36.25,7.67,18.23,20.05,26.84,15.59,10.44,41.42,-0.22,41.64,7.25,1.64,0.6,1.9,3.11,winter,summer,Temperate-Dry-Continental,16,64
Turin,Italy,Northern,43.86,8.9,13.14,16.14,21.14,9.34,5.93,31.19,-3.94,35.13,5.69,1.93,1.25,1.5,1.01,spring,winter,Temperate-Dry-Continental,20,80
Ulaanbaatar,Mongolia,Northern,50.68,108.28,-0.56,9.17,14.24,-9.95,-15.72,31.86,-37.09,68.95,5.27,1.67,2.87,0.46,0.26,summer,winter,Cold-Dry-Continental,20,80
Valencia,Spain,Northern,39.55,-0.48,17.6,19.37,25.24,14.62,11.16,37.52,-1.23,38.75,4.15,1.1,0.98,1.2,0.87,autumn,winter,Temperate-Dry-Continental,20,80
Valparaíso,Chile,Southern,-32.83,-68.78,16.35,21.01,23.32,12.48,8.57,37.34,2.33,35.01,15.04,4.68,5.62,2.15,2.59,summer,autumn,Temperate-Dry-Continental,19,76
Vancouver,Canada,Northern,49.2,-123.18,10.61,12.79,17.48,6.99,5.18,29.53,-6.54,36.07,13.14,2.12,1.6,5.31,4.11,autumn,summer,Temperate-Dry-Continental,19,76
Venice,Italy,Northern,45.42,12.01,13.07,16.54,21.59,8.94,5.2,33.25,-6.23,39.48,6.76,1.8,1.55,1.57,1.84,winter,summer,Temperate-Dry-Continental,19,76
Vienna,Austria,Northern,48.05,14.13,11.37,15.56,19.58,6.66,3.69,34.99,-9.92,44.91,9.03,2.59,3.46,1.48,1.49,summer,autumn,Temperate-Dry-Continental,20,80
Vientiane,Laos,Northern,18.02,102.61,27.35,28.72,28.02,27.15,25.49,34.93,17.1,17.83,38.84,10.27,14.42,8.07,6.08,summer,winter,Hot-Dry-Moderate,18,72
Vilnius,Lithuania,Northern,55.74,24.62,7.55,10.94,15.96,3.9,-0.61,27.5,-15.29,42.79,16.02,4.51,5.78,3.4,2.33,summer,winter,Cold-Dry-Continental,20,80
Vladivostok,Russia,Northern,43.71,130.42,4.5,11.88,18.74,-3.84,-8.79,31.41,-24.07,55.48,9.53,2.88,4.76,1.37,0.53,summer,winter,Cold-Dry-Continental,20,80
Warsaw,Poland,Northern,52.23,20.83,9.59,14.22,18.0,5.25,0.91,31.83,-14.04,45.87,6.21,1.58,2.17,1.28,1.18,summer,winter,Cold-Dry-Continental,20,80
Washington,United States,Northern,38.82,-77.0,14.76,18.94,24.68,10.3,5.13,36.71,-11.81,48.52,12.58,3.46,3.78,2.66,2.68,summer,autumn,Temperate-Dry-Continental,11,44
Wellington,New Zealand,Southern,-41.25,174.72,14.35,15.17,17.77,13.24,11.22,26.96,0.88,26.08,8.92,1.92,1.95,2.49,2.55,winter,spring,Temperate-Dry-Moderate,20,80
Windhoek,Namibia,Southern,-22.57,17.1,20.28,22.56,21.35,18.05,19.17,34.64,11.06,23.58,13.05,3.7,4.08,2.76,2.51,summer,winter,Hot-Dry-Moderate,10,40
Winnipeg,Canada,Northern,49.92,-97.21,4.29,11.77,18.5,-2.47,-10.65,34.24,-31.99,66.23,5.21,1.78,2.02,0.96,0.44,summer,winter,Cold-Dry-Continental,8,32
Wollongong,Australia,Southern,-34.29,150.52,17.06,19.25,21.77,14.45,12.79,38.62,1.73,36.89,11.03,2.33,3.55,3.07,2.09,summer,winter,Temperate-Dry-Continental,20,80
Xi'an,China,Northern,34.17,108.62,14.62,20.44,23.84,9.02,5.16,36.4,-7.23,43.63,10.46,2.84,5.12,1.69,0.81,summer,winter,Temperate-Dry-Continental,20,80
Yangon,Myanmar,Northern,17.33,98.99,27.51,28.87,27.76,26.96,26.44,35.83,18.96,16.87,27.4,5.85,7.39,6.91,7.25,summer,spring,Hot-Dry-Moderate,20,80
Yaoundé,Cameroon,Northern,4.02,9.72,26.59,26.9,25.23,26.22,28.03,31.4,22.0,9.4,52.6,15.63,19.97,10.34,6.66,summer,winter,Hot-Dry-Maritime,16,64
Yogyakarta,Indonesia,Southern,-7.13,111.17,25.84,25.18,26.03,26.38,25.77,30.98,21.94,9.04,23.1,10.35,6.59,3.96,2.21,spring,winter,Hot-Dry-Maritime,4,16
Yokohama,Japan,Northern,35.27,139.38,16.88,19.11,26.37,13.9,8.15,35.37,-1.53,36.9,16.01,4.14,5.54,4.03,2.3,summer,winter,Temperate-Dry-Continental,20,80
Zagreb,Croatia,Northern,45.82,15.98,14.68,18.9,23.57,9.68,6.56,36.0,-5.8,41.8,10.1,2.36,2.28,3.12,2.34,autumn,summer,Temperate-Dry-Continental,19,76
Zurich,Switzerland,Northern,47.93,7.57,11.55,15.3,19.05,7.34,4.5,35.28,-9.96,45.24,6.34,1.95,1.78,1.41,1.21,spring,winter,Temperate-Dry-Continental,20,80
